tem_07220_01861941781	రైలు వేగం గంటకు సరాసరిన ముప్పై నాలుగు కిలో మీటర్లు
tem_09525_00529591926	ఈ లింకు లో ఈ గ్రామ పంచాయితీ లేదు
tem_02769_02027606409	వాతావరణ పరీక్షలు భూవాతావణంలో చేపడతారు
tem_05479_01779168825	ఇతర పెరుగుల కంటే దీనికి వగరు తక్కువ\n
tem_08680_00932025856	అభద్రత పోవాలంటె ఆలంబనం ఉండాలి\n
tem_03338_00149013602	వీరిలో పురుషుల శాతం యాభై ఒకటి% స్త్రీల శాతం నలభై తొమ్మిది%
tem_02812_00621272874	మౌనం ఆరోగ్య వృద్ధికి తోడ్పడుతుంది
tem_06359_00030226768	ఆకులు గుండ్రముగా ఐదు తమ్మెలేర్పడియుండును
tem_00974_01277093049	ఇది భారత సైన్యం యొక్క యుద్ధపతాకం కూడా
tem_04771_01472659080	ఒకటిన్నర మైళ్లలో
tem_04272_00236156351	ప్రధాన నీటి వనరు నాగార్జున సాగర్ ఎడమ కాలువ
tem_02477_00493874209	అవి అనువాదాలు కావచ్చును లేదా క్రొత్త వ్యాసాలు కావచ్చును
tem_03338_00695892399	ఇది సర్వసాధారణ వర్ణాంధత్వ రూపం
tem_05479_00582630580	ఈ గ్రామమునకు గుంటూరు మంగళగిరి మరియు అమరావతి నుండి బస్సు సౌకర్యం కలదు
tem_02769_01789419976	ఏడాది పొడవునా భక్తులు ఇక్కడకు వస్తుంటారు
tem_05479_00217072161	అంపైర్లే పాయింట్లను నిర్ణయిస్తారు\n
tem_08680_00228784228	ది ద్యబ్బుక్
tem_06359_00145287886	అధ్యక్షుడు దేశానికి నాయకత్వం వహిస్తాడు
tem_02769_00347864408	కింద వున్న దీపం కదలదు
tem_04771_02024410132	ఎనిమిది వందల అడుగుల్లో
tem_06885_00580338292	విజయవాడ గ్రామీణ మండలం లోని గ్రామం
tem_02812_01571025928	ఒకదశాబ్దము చేసిన నిరంతరకృషి ఫలము
tem_09015_01859746838	అతని కుమార్తెను దొంగలు అపహరిస్తారు
tem_00974_00669564483	మార్చి నెలలో గింజలు తయారవుతాయి
tem_08680_01516125255	మీ కృషికి నా ప్రత్యేక అభినందనలు\n
tem_06359_00117348107	పిన్ కోడ్ అయిదు లక్షలు మూడు వేల రెండు వందలు ఇరవై నాలుగు
tem_03338_01891338756	మీరు చిల్లర తిసుకెళ్ళడం మరిచిపొవద్దు
tem_02812_02125059435	ప్రారంభ రోమన్ సైన్యం
tem_08680_00069062253	కొంతమంది ప్రజలు ఉర్దూ కూడా మాట్లాడుతారు\n
tem_07220_01084549329	దీన్ని భోజనంతో కలిపి తింటారు
tem_03338_01531940052	తాటి పండ్లను తినుట ద్విజులకాచరము గాదు
tem_02812_00055061068	దీని వెనుక శాస్త్రీయాంశము కూడా కలదు
tem_03338_01167760523	ఈమె తాత దీర్ఘతముడు అనే మహర్షి
tem_06359_01069224930	దగ్గరలో రాజమండ్రి రైలుస్టేషన్ ఉంది
tem_00682_00089305295	ఇందులో తమన్నా కథానాయిక
tem_02812_00563028564	ప్రస్తుతం పురావస్థుశాఖ పరిశీలనలో ఉన్నది
tem_09222_01938830935	ఈ పేజీ ప్రయోగశాల లో ఓ శీర్షిక పెట్టి చూడండి\n
tem_06582_02042657877	స్వర్గం ఇక్కడే వుంటుంది
tem_05425_01734259328	అధికంగా భారతీయ కుటుంబాలు నివసించే ప్రాంతం కూడా ఇదే
tem_07220_00395599248	ఆ సినిమా బాగా ఆడలేదు
tem_06359_01868991001	ఈ ఊరికి ఒక ఆసక్తి దాయకమైన కథ ఉంది
tem_00113_01204130110	కాని అప్పటికే సమయం మించి పోయింది
tem_06359_00482328338	ఆ తన్మయత్వంలో తన బాధల్ని మరిచిపోతాడు
tem_00974_00329425113	దీని అధిపతి రామ్ గోపాల్ వర్మ
tem_03338_01413809259	ఈత ఒంటికి మంచి వ్యాయామాన్నిస్తుంది
tem_09222_01552632850	నా కొడుకుకి రెండు
tem_00974_01152267481	ఈ జన్య రాగాలకీ అనేక విభజనలున్నాయి
tem_02812_00821481022	దీనిని బైమోడ్ అని అందురు
tem_09525_01078037568	పిన్ కోడ్ అయిదు లక్షల పదునయిదు వేల అయిదు వందల ఒకటి
tem_02812_01547795805	అవును నేనే అక్కినేని నాగార్జున వ్యాసం రాసింది
tem_09584_00765217566	సంగ్రహించిన తేదీ రెండు కోట్ల లక్ష తొమ్మిది వందల పన్నెండు
tem_02812_01960404735	ఇతడు చ్యవన మహర్షి మరియు సుకన్యల పుత్రుడు
tem_08377_00276363824	ఆరు నుంచి ఎనిమిది ఎముకలు విరిగిపోతాయి\n
tem_03338_01271750096	ది నిల్సన్ రిపోర్ట్ డిసెంబర్ రెండు వేలు తొమ్మిది
tem_09222_02065173957	ఈ గ్రామంలో శ్రీ రామాలయం ఉన్నది
tem_05479_00701698409	గొంతుకపోక గొంతునబడి\n
tem_05479_00085932011	ఆంగ్ల వికీలో బొమ్మలకు తరచు అలాంటి వర్గాల మూసలు చూశాను
